x,y,z,sitting,standing,walking,grazing
0.625,0.66,0.363,0,1,0,0
0.617,0.672,0.367,0,1,0,0
0.543,0.715,0.406,0,1,0,0
0.504,0.715,0.426,0,1,0,0
0.477,0.746,0.438,0,1,0,0
0.473,0.75,0.465,0,1,0,0
0.453,0.73,0.469,0,1,0,0
0.441,0.742,0.465,0,1,0,0
0.449,0.746,0.473,0,1,0,0
0.434,0.734,0.473,0,1,0,0
0.434,0.742,0.484,0,1,0,0
0.422,0.75,0.488,0,1,0,0
0.395,0.742,0.492,0,1,0,0
0.41,0.75,0.5,0,1,0,0
0.395,0.758,0.5,0,1,0,0
0.406,0.746,0.508,0,1,0,0
0.391,0.746,0.504,0,1,0,0
0.402,0.75,0.504,0,1,0,0
0.41,0.754,0.508,0,1,0,0
0.406,0.75,0.504,0,1,0,0
0.383,0.742,0.504,0,1,0,0
0.395,0.75,0.516,0,1,0,0
0.395,0.754,0.504,0,1,0,0
0.379,0.746,0.504,0,1,0,0
0.363,0.766,0.512,0,1,0,0
0.363,0.758,0.508,0,1,0,0
0.352,0.754,0.508,0,1,0,0
0.355,0.762,0.512,0,1,0,0
0.359,0.758,0.531,0,1,0,0
0.352,0.758,0.52,0,1,0,0
0.336,0.762,0.523,0,1,0,0
0.348,0.758,0.523,0,1,0,0
0.359,0.77,0.535,0,1,0,0
0.328,0.742,0.516,0,1,0,0
0.359,0.766,0.523,0,1,0,0
0.34,0.754,0.516,0,1,0,0
0.359,0.77,0.531,0,1,0,0
0.324,0.734,0.512,0,1,0,0
0.336,0.762,0.527,0,1,0,0
0.324,0.762,0.516,0,1,0,0
0.355,0.781,0.52,0,1,0,0
0.324,0.773,0.508,0,1,0,0
0.293,0.867,0.371,0,1,0,0
0.336,0.773,0.508,0,1,0,0
0.328,0.785,0.508,0,1,0,0
0.328,0.781,0.504,0,1,0,0
0.32,0.762,0.5,0,1,0,0
0.352,0.789,0.508,0,1,0,0
0.301,0.762,0.504,0,1,0,0
0.332,0.781,0.512,0,1,0,0
0.316,0.773,0.508,0,1,0,0
0.332,0.773,0.504,0,1,0,0
0.313,0.777,0.512,0,1,0,0
0.344,0.777,0.508,0,1,0,0
0.316,0.773,0.508,0,1,0,0
0.324,0.777,0.5,0,1,0,0
0.324,0.746,0.523,0,1,0,0
0.328,0.754,0.535,0,1,0,0
0.324,0.75,0.539,0,1,0,0
0.355,0.762,0.543,0,1,0,0
0.324,0.742,0.531,0,1,0,0
0.309,0.762,0.539,0,1,0,0
0.309,0.762,0.547,0,1,0,0
0.293,0.777,0.547,0,1,0,0
0.258,0.777,0.531,0,1,0,0
0.266,0.77,0.539,0,1,0,0
0.242,0.773,0.539,0,1,0,0
0.262,0.781,0.547,0,1,0,0
0.258,0.762,0.539,0,1,0,0
0.258,0.77,0.547,0,1,0,0
0.281,0.77,0.543,0,1,0,0
0.258,0.777,0.539,0,1,0,0
0.285,0.777,0.547,0,1,0,0
0.258,0.773,0.547,0,1,0,0
0.254,0.77,0.539,0,1,0,0
0.281,0.754,0.547,0,1,0,0
0.297,0.781,0.551,0,1,0,0
0.27,0.777,0.531,0,1,0,0
0.281,0.789,0.535,0,1,0,0
0.277,0.766,0.531,0,1,0,0
0.289,0.77,0.539,0,1,0,0
0.305,0.781,0.547,0,1,0,0
0.27,0.781,0.539,0,1,0,0
0.273,0.754,0.535,0,1,0,0
0.289,0.785,0.543,0,1,0,0
0.305,0.781,0.547,0,1,0,0
0.305,0.781,0.551,0,1,0,0
0.289,0.785,0.559,0,1,0,0
0.262,0.75,0.555,0,1,0,0
0.273,0.762,0.547,0,1,0,0
0.305,0.773,0.547,0,1,0,0
0.313,0.773,0.555,0,1,0,0
0.297,0.77,0.559,0,1,0,0
0.266,0.754,0.539,0,1,0,0
0.281,0.754,0.547,0,1,0,0
0.297,0.766,0.551,0,1,0,0
0.266,0.746,0.539,0,1,0,0
0.301,0.758,0.555,0,1,0,0
0.305,0.777,0.559,0,1,0,0
0.258,0.742,0.535,0,1,0,0
0.289,0.75,0.539,0,1,0,0
0.293,0.773,0.559,0,1,0,0
0.27,0.766,0.547,0,1,0,0
0.262,0.754,0.535,0,1,0,0
0.34,0.797,0.473,0,1,0,0
0.344,0.824,0.461,0,1,0,0
0.313,0.809,0.453,0,1,0,0
0.281,0.809,0.445,0,1,0,0
0.309,0.809,0.465,0,1,0,0
0.328,0.813,0.477,0,1,0,0
0.336,0.813,0.492,0,1,0,0
0.289,0.801,0.484,0,1,0,0
0.285,0.781,0.48,0,1,0,0
0.289,0.773,0.496,0,1,0,0
0.289,0.766,0.516,0,1,0,0
0.316,0.766,0.531,0,1,0,0
0.34,0.777,0.527,0,1,0,0
0.305,0.777,0.535,0,1,0,0
0.301,0.77,0.52,0,1,0,0
0.352,0.758,0.535,0,1,0,0
0.488,0.719,0.418,0,1,0,0
0.555,0.672,0.391,0,1,0,0
0.75,0.469,0.426,0,1,0,0
0.723,0.523,0.383,0,1,0,0
0.711,0.598,0.402,0,1,0,0
0.648,0.609,0.391,0,1,0,0
0.637,0.621,0.398,0,1,0,0
0.668,0.617,0.422,0,1,0,0
0.645,0.625,0.422,0,1,0,0
0.613,0.645,0.418,0,1,0,0
0.609,0.652,0.438,0,1,0,0
0.574,0.672,0.434,0,1,0,0
0.594,0.668,0.422,0,1,0,0
0.609,0.656,0.422,0,1,0,0
0.629,0.668,0.414,0,1,0,0
0.691,0.586,0.352,0,1,0,0
0.668,0.617,0.359,0,1,0,0
0.594,0.688,0.379,0,1,0,0
0.582,0.688,0.391,0,1,0,0
0.551,0.707,0.402,0,1,0,0
0.539,0.699,0.395,0,1,0,0
0.582,0.695,0.398,0,1,0,0
0.547,0.684,0.418,0,1,0,0
0.543,0.688,0.414,0,1,0,0
0.582,0.691,0.383,0,1,0,0
0.59,0.68,0.387,0,1,0,0
0.629,0.688,0.387,0,1,0,0
0.586,0.68,0.379,0,1,0,0
0.59,0.668,0.375,0,1,0,0
0.609,0.68,0.371,0,1,0,0
0.586,0.676,0.359,0,1,0,0
0.594,0.676,0.371,0,1,0,0
0.609,0.688,0.379,0,1,0,0
0.594,0.684,0.375,0,1,0,0
0.613,0.688,0.375,0,1,0,0
0.617,0.684,0.383,0,1,0,0
0.582,0.672,0.359,0,1,0,0
0.605,0.691,0.363,0,1,0,0
0.563,0.715,0.398,0,1,0,0
0.801,0.559,0.41,0,1,0,0
0.781,0.551,0.355,0,1,0,0
0.879,0.246,0.301,0,1,0,0
0.805,0.117,0.484,0,1,0,0
0.688,0.613,0.473,0,1,0,0
0.668,0.57,0.41,0,1,0,0
0.629,0.664,0.383,0,1,0,0
0.621,0.703,0.391,0,1,0,0
0.629,0.676,0.391,0,1,0,0
0.621,0.648,0.398,0,1,0,0
0.582,0.664,0.398,0,1,0,0
0.586,0.668,0.398,0,1,0,0
0.453,0.762,0.453,0,1,0,0
0.434,0.75,0.453,0,1,0,0
0.418,0.746,0.441,0,1,0,0
0.379,0.77,0.465,0,1,0,0
0.336,0.746,0.434,0,1,0,0
0.402,0.777,0.438,0,1,0,0
0.406,0.777,0.438,0,1,0,0
0.391,0.781,0.438,0,1,0,0
0.398,0.777,0.445,0,1,0,0
0.414,0.781,0.441,0,1,0,0
0.41,0.781,0.438,0,1,0,0
0.402,0.777,0.43,0,1,0,0
0.43,0.773,0.457,0,1,0,0
0.441,0.773,0.441,0,1,0,0
0.395,0.762,0.449,0,1,0,0
0.402,0.758,0.453,0,1,0,0
0.402,0.773,0.449,0,1,0,0
0.395,0.754,0.453,0,1,0,0
0.418,0.754,0.457,0,1,0,0
0.414,0.762,0.461,0,1,0,0
0.422,0.773,0.441,0,1,0,0
0.445,0.758,0.457,0,1,0,0
0.426,0.762,0.438,0,1,0,0
0.449,0.758,0.457,0,1,0,0
0.465,0.73,0.461,0,1,0,0
0.473,0.75,0.461,0,1,0,0
0.441,0.738,0.465,0,1,0,0
0.441,0.738,0.469,0,1,0,0
0.434,0.734,0.457,0,1,0,0
0.473,0.742,0.457,0,1,0,0
0.441,0.75,0.465,0,1,0,0
0.434,0.738,0.461,0,1,0,0
0.453,0.754,0.465,0,1,0,0
0.473,0.758,0.473,0,1,0,0
0.406,0.75,0.465,0,1,0,0
0.422,0.746,0.469,0,1,0,0
0.434,0.758,0.473,0,1,0,0
0.395,0.754,0.488,0,1,0,0
0.387,0.738,0.496,0,1,0,0
0.426,0.734,0.504,0,1,0,0
0.391,0.758,0.504,0,1,0,0
0.402,0.742,0.5,0,1,0,0
0.391,0.723,0.539,0,1,0,0
0.488,0.734,0.438,0,1,0,0
0.543,0.703,0.441,0,1,0,0
0.512,0.723,0.43,0,1,0,0
0.527,0.746,0.441,0,1,0,0
0.5,0.734,0.438,0,1,0,0
0.473,0.73,0.434,0,1,0,0
0.488,0.73,0.438,0,1,0,0
0.504,0.727,0.441,0,1,0,0
0.465,0.723,0.43,0,1,0,0
0.473,0.75,0.426,0,1,0,0
0.5,0.758,0.438,0,1,0,0
0.461,0.766,0.434,0,1,0,0
0.426,0.773,0.418,0,1,0,0
0.398,0.781,0.418,0,1,0,0
0.41,0.797,0.414,0,1,0,0
0.434,0.805,0.418,0,1,0,0
0.438,0.801,0.426,0,1,0,0
0.438,0.805,0.426,0,1,0,0
0.438,0.805,0.426,0,1,0,0
0.434,0.805,0.43,0,1,0,0
0.434,0.813,0.422,0,1,0,0
0.406,0.793,0.41,0,1,0,0
0.387,0.781,0.398,0,1,0,0
0.434,0.785,0.438,0,1,0,0
0.379,0.781,0.473,0,1,0,0
0.43,0.852,0.387,0,1,0,0
0.418,0.77,0.438,0,1,0,0
0.359,0.773,0.434,0,1,0,0
0.34,0.793,0.398,0,1,0,0
0.438,0.844,0.371,0,1,0,0
0.359,0.805,0.426,0,1,0,0
0.324,0.809,0.43,0,1,0,0
0.301,0.832,0.543,0,1,0,0
0.289,0.789,0.477,0,1,0,0
0.344,0.785,0.43,0,1,0,0
0.355,0.922,0.539,0,1,0,0
0.375,0.813,0.453,0,1,0,0
0.336,0.809,0.414,0,1,0,0
0.332,0.82,0.402,0,1,0,0
0.434,0.766,0.27,0,1,0,0
0.355,0.805,0.422,0,1,0,0
0.34,0.813,0.43,0,1,0,0
0.348,0.797,0.438,0,1,0,0
0.504,0.711,0.43,0,1,0,0
0.484,0.672,0.512,0,1,0,0
0.477,0.707,0.469,0,1,0,0
0.426,0.754,0.465,0,1,0,0
0.434,0.746,0.441,0,1,0,0
0.469,0.73,0.438,0,1,0,0
0.441,0.73,0.414,0,1,0,0
0.398,0.809,0.418,0,1,0,0
0.383,0.832,0.559,0,1,0,0
0.324,0.762,0.43,0,1,0,0
0.355,0.801,0.414,0,1,0,0
0.391,0.805,0.418,0,1,0,0
0.48,0.758,0.375,0,1,0,0
0.367,0.777,0.449,0,1,0,0
0.371,0.871,0.441,0,1,0,0
0.363,0.797,0.438,0,1,0,0
0.352,0.793,0.453,0,1,0,0
0.332,0.777,0.402,0,1,0,0
0.414,0.918,0.449,0,1,0,0
0.348,0.809,0.406,0,1,0,0
0.352,0.82,0.418,0,1,0,0
0.383,0.824,0.414,0,1,0,0
0.336,0.82,0.41,0,1,0,0
0.34,0.832,0.41,0,1,0,0
0.309,0.801,0.402,0,1,0,0
0.348,0.824,0.406,0,1,0,0
0.359,0.824,0.43,0,1,0,0
0.422,0.793,0.395,0,1,0,0
0.465,0.742,0.465,0,1,0,0
0.402,0.773,0.469,0,1,0,0
0.418,0.895,0.441,0,1,0,0
0.391,0.77,0.449,0,1,0,0
0.469,0.742,0.363,0,1,0,0
0.375,0.793,0.43,0,1,0,0
0.352,0.805,0.457,0,1,0,0
0.352,0.801,0.461,0,1,0,0
0.426,0.781,0.418,0,1,0,0
0.426,0.715,0.285,0,1,1,0
0.691,0.68,0.539,0,1,1,0
0.477,0.598,0.469,0,1,1,0
0.461,0.664,0.504,0,1,1,0
0.402,0.68,0.57,0,1,1,0
0.402,0.68,0.574,0,1,1,0
0.391,0.707,0.586,0,1,1,0
0.277,0.73,0.547,0,1,1,0
0.281,0.746,0.543,0,1,1,0
0.551,0.719,0.461,0,1,1,0
0.535,0.742,0.395,0,1,0,0
0.625,0.656,0.438,0,1,0,0
0.508,0.762,0.348,0,1,0,0
0.391,0.816,0.418,0,1,0,0
0.34,0.84,0.406,0,1,0,0
0.34,0.82,0.402,0,1,0,0
0.328,0.82,0.426,0,1,0,0
0.367,0.727,0.504,0,1,0,0
0.387,0.727,0.543,0,1,0,0
0.348,0.734,0.543,0,1,0,0
0.387,0.75,0.52,0,1,0,0
0.379,0.762,0.531,0,1,0,0
0.363,0.754,0.523,0,1,0,0
0.371,0.734,0.504,0,1,0,0
0.441,0.711,0.543,0,1,0,0
0.379,0.688,0.543,0,1,0,0
0.387,0.691,0.547,0,1,0,0
0.426,0.695,0.543,0,1,0,0
0.402,0.684,0.539,0,1,0,0
0.379,0.723,0.531,0,1,0,0
0.391,0.75,0.559,0,1,0,0
0.359,0.699,0.566,0,1,0,0
0.375,0.688,0.566,0,1,0,0
0.406,0.715,0.57,0,1,0,0
0.434,0.719,0.559,0,1,0,0
0.438,0.73,0.5,0,1,0,0
0.523,0.668,0.434,0,1,0,0
0.48,0.781,0.422,0,1,0,0
0.539,0.766,0.41,0,1,0,0
0.5,0.746,0.418,0,1,0,0
0.477,0.766,0.418,0,1,0,0
0.469,0.754,0.426,0,1,0,0
0.688,0.566,0.383,0,1,0,0
0.598,0.637,0.488,0,1,0,0
0.547,0.625,0.48,0,1,0,0
0.531,0.656,0.508,0,1,0,0
0.547,0.656,0.492,0,1,0,0
0.539,0.664,0.508,0,1,0,0
0.512,0.652,0.512,0,1,0,0
0.516,0.66,0.508,0,1,0,0
0.512,0.688,0.516,0,1,0,0
0.484,0.672,0.535,0,1,0,0
0.453,0.656,0.52,0,1,0,0
0.457,0.68,0.535,0,1,0,0
0.477,0.688,0.543,0,1,0,0
0.473,0.688,0.547,0,1,0,0
0.43,0.668,0.555,0,1,0,0
0.438,0.664,0.547,0,1,0,0
0.434,0.699,0.563,0,1,0,0
0.43,0.688,0.543,0,1,0,0
0.41,0.688,0.535,0,1,0,0
0.414,0.703,0.555,0,1,0,0
0.434,0.711,0.563,0,1,0,0
0.422,0.711,0.563,0,1,0,0
0.387,0.691,0.551,0,1,0,0
0.383,0.695,0.559,0,1,0,0
0.395,0.695,0.574,0,1,0,0
0.379,0.711,0.559,0,1,0,0
0.363,0.73,0.539,0,1,0,0
0.359,0.73,0.543,0,1,0,0
0.359,0.738,0.527,0,1,0,0
0.363,0.754,0.531,0,1,0,0
0.332,0.75,0.539,0,1,0,0
0.355,0.762,0.523,0,1,0,0
0.324,0.762,0.535,0,1,0,0
0.359,0.77,0.547,0,1,0,0
0.316,0.758,0.543,0,1,0,0
0.316,0.762,0.539,0,1,0,0
0.324,0.75,0.547,0,1,0,0
0.297,0.738,0.539,0,1,0,0
0.367,0.773,0.543,0,1,1,0
0.359,0.727,0.531,0,1,1,0
0.395,0.758,0.543,0,1,1,0
0.352,0.742,0.539,0,1,1,0
0.313,0.813,0.488,0,1,1,0
0.383,0.719,0.563,0,1,1,0
0.273,0.754,0.453,0,1,1,0
0.27,0.809,0.477,0,1,1,0
0.309,0.844,0.422,0,1,1,0
0.328,0.887,0.465,0,1,1,0
0.301,0.855,0.434,0,1,0,0
0.238,0.848,0.449,0,1,0,0
0.203,0.832,0.465,0,1,0,0
0.184,0.816,0.469,0,1,0,0
0.184,0.824,0.469,0,1,0,0
0.238,0.82,0.469,0,1,0,0
0.348,0.84,0.473,0,1,0,0
0.273,0.844,0.473,0,1,0,0
0.293,0.82,0.414,0,1,0,0
0.207,0.824,0.43,0,1,0,0
0.246,0.832,0.449,0,1,0,0
0.27,0.84,0.449,0,1,0,0
0.273,0.844,0.469,0,1,0,0
0.277,0.852,0.473,0,1,0,0
0.254,0.852,0.473,0,1,0,0
0.199,0.816,0.465,0,1,0,0
0.219,0.813,0.473,0,1,0,0
0.281,0.855,0.469,0,1,0,0
0.281,0.855,0.473,0,1,0,0
0.246,0.855,0.465,0,1,0,0
0.277,0.855,0.469,0,1,1,0
0.328,0.816,0.449,0,1,1,0
0.434,0.758,0.438,0,1,1,0
0.395,0.742,0.461,0,1,1,0
0.434,0.719,0.41,0,1,1,0
0.734,0.695,0.559,0,1,1,0
0.598,0.621,0.543,0,1,1,0
0.461,0.586,0.504,0,1,1,0
0.445,0.633,0.469,0,1,1,0
0.723,0.602,0.43,0,1,1,0
0.184,0.816,0.535,0,1,0,0
0.164,0.813,0.543,0,1,0,0
0.176,0.809,0.543,0,1,0,0
0.18,0.813,0.539,0,1,0,0
0.148,0.82,0.527,0,1,0,0
0.133,0.832,0.508,0,1,0,0
0.129,0.832,0.512,0,1,0,0
0.137,0.832,0.508,0,1,0,0
0.133,0.844,0.516,0,1,0,0
0.168,0.836,0.508,0,1,0,0
0.145,0.844,0.512,0,1,0,0
0.133,0.824,0.512,0,1,0,0
0.148,0.809,0.535,0,1,0,0
0.148,0.813,0.535,0,1,0,0
0.145,0.809,0.531,0,1,0,0
0.141,0.828,0.539,0,1,0,0
0.148,0.785,0.547,0,1,0,0
0.164,0.84,0.473,0,1,0,0
0.109,0.852,0.465,0,1,0,0
0.109,0.828,0.457,0,1,0,0
0.785,0.496,0.398,0,1,0,0
0.605,0.637,0.406,0,1,0,0
0.496,0.73,0.441,0,1,0,0
0.5,0.723,0.43,0,1,0,0
0.52,0.723,0.438,0,1,0,0
0.496,0.711,0.418,0,1,0,0
0.531,0.719,0.422,0,1,0,0
0.496,0.719,0.418,0,1,0,0
0.488,0.738,0.43,0,1,0,0
0.473,0.742,0.43,0,1,0,0
0.457,0.754,0.434,0,1,1,0
0.438,0.754,0.438,0,1,1,0
0.367,0.777,0.465,0,1,1,0
0.355,0.766,0.527,0,1,1,0
0.391,0.836,0.535,0,1,1,0
0.391,0.719,0.531,0,1,1,0
0.598,0.715,0.492,0,1,1,0
0.629,0.586,0.41,0,1,1,0
0.527,0.719,0.418,0,1,1,0
0.543,0.715,0.402,0,1,1,0
0.531,0.727,0.41,0,1,0,0
0.512,0.734,0.41,0,1,0,0
0.535,0.688,0.461,0,1,0,0
0.434,0.73,0.469,0,1,0,0
0.355,0.742,0.531,0,1,0,0
0.313,0.754,0.539,0,1,0,0
0.273,0.777,0.539,0,1,0,0
0.273,0.777,0.535,0,1,0,0
0.227,0.758,0.535,0,1,0,0
0.27,0.781,0.543,0,1,0,0
0.227,0.785,0.543,0,1,0,0
0.219,0.77,0.547,0,1,0,0
0.246,0.789,0.555,0,1,0,0
0.219,0.773,0.551,0,1,0,0
0.25,0.789,0.559,0,1,0,0
0.223,0.777,0.559,0,1,0,0
0.227,0.777,0.543,0,1,0,0
0.25,0.781,0.563,0,1,0,0
0.195,0.762,0.539,0,1,0,0
0.227,0.781,0.551,0,1,0,0
0.238,0.793,0.566,0,1,0,0
0.211,0.777,0.543,0,1,0,0
0.223,0.805,0.539,0,1,0,0
0.215,0.781,0.523,0,1,0,0
0.223,0.801,0.52,0,1,0,0
0.227,0.813,0.535,0,1,0,0
0.219,0.805,0.539,0,1,0,0
0.184,0.809,0.523,0,1,0,0
0.184,0.797,0.52,0,1,0,0
0.164,0.813,0.535,0,1,0,0
0.164,0.813,0.527,0,1,1,0
0.188,0.816,0.535,0,1,1,0
0.27,0.828,0.473,0,1,1,0
0.434,0.496,0.262,0,1,1,0
0.438,0.578,0.328,0,1,1,0
0.801,0.875,0.652,0,1,1,0
0.41,0.664,0.59,0,1,1,0
0.68,0.711,0.762,0,1,1,0
0.324,0.742,0.605,0,1,1,0
0.277,0.867,0.605,0,1,1,0
0.512,0.551,0.336,0,1,1,0
0.781,0.539,0.574,0,1,1,0
0.414,0.563,0.375,0,1,1,0
0.297,0.758,0.426,0,1,1,0
0.32,0.605,0.543,0,1,1,0
0.176,0.773,0.648,0,1,1,0
0.461,0.863,0.395,0,1,1,0
0.277,0.848,0.508,0,1,1,0
0.387,0.691,0.578,0,1,1,0
0.445,0.684,0.563,0,1,1,0
0.496,0.676,0.559,0,1,0,0
0.43,0.66,0.547,0,1,0,0
0.34,0.711,0.602,0,1,0,0
0.328,0.715,0.594,0,1,0,0
0.379,0.738,0.531,0,1,0,0
0.336,0.758,0.52,0,1,0,0
0.309,0.781,0.504,0,1,0,0
0.234,0.789,0.609,0,1,0,0
0.23,0.766,0.566,0,1,0,0
0.234,0.758,0.578,0,1,0,0
0.227,0.762,0.578,0,1,0,0
0.211,0.766,0.574,0,1,0,0
0.223,0.777,0.551,0,1,0,0
0.223,0.793,0.559,0,1,0,0
0.223,0.777,0.563,0,1,0,0
0.188,0.793,0.52,0,1,0,0
0.242,0.801,0.488,0,1,0,0
0.203,0.813,0.508,0,1,0,0
0.211,0.754,0.52,0,1,0,0
0.559,0.813,0.266,0,1,0,0
0.465,0.824,0.316,0,1,1,0
0.469,0.809,0.336,0,1,1,0
0.492,0.813,0.313,0,1,1,0
0.434,0.734,0.297,0,1,1,0
0.625,0.336,0.18,0,1,1,0
0.395,0.66,0.363,0,1,1,0
0.465,0.68,0.402,0,1,1,0
0.488,0.918,0.574,0,1,1,0
0.195,1.082,0.57,0,1,1,0
0.586,0.563,0.473,0,1,1,0
0.402,0.91,0.441,0,0,1,0
0.32,0.902,0.434,0,0,1,0
0.309,0.938,0.422,0,0,1,0
0.387,0.934,0.469,0,0,1,0
0.43,0.602,0.418,0,0,1,0
0.809,0.875,0.508,0,0,1,0
0.238,0.793,0.566,0,0,1,0
0.102,0.934,0.582,0,0,1,0
0.207,0.684,0.418,0,0,1,0
0.379,0.605,0.379,0,0,1,0
0.672,0.832,0.633,0,0,1,0
0.484,0.844,0.539,0,0,1,0
0.313,0.754,0.434,0,0,1,0
0.465,1.043,0.5,0,0,1,0
0.391,0.961,0.531,0,0,1,0
0.184,1.168,0.535,0,0,1,0
0.07,1.441,0.867,0,0,1,0
0.648,0.598,0.453,0,0,1,0
0.379,1.078,0.633,0,0,1,0
0.469,1.281,0.727,0,0,1,0
0.762,0.855,0.398,0,1,1,0
0.422,0.469,0.238,0,1,1,0
0.016,1.113,0.641,0,1,1,0
-0.066,1.387,0.672,0,1,1,0
1.426,1.063,0.516,0,1,1,0
0.754,0.492,0.488,0,1,1,0
0.68,0.758,0.367,0,1,1,0
0.723,0.574,0.379,0,1,1,0
0.504,0.629,0.438,0,1,1,0
0.762,0.578,0.32,0,1,1,0
0.719,0.676,0.332,0,1,0,1
0.508,0.73,0.418,0,1,0,1
0.488,0.594,0.352,0,1,0,1
0.645,0.66,0.313,0,1,0,1
0.734,0.508,0.484,0,1,0,1
0.508,0.707,0.418,0,1,0,1
0.539,0.73,0.422,0,1,0,1
0.617,0.762,0.227,0,1,0,1
0.48,0.754,0.258,0,1,0,1
0.59,0.73,0.289,0,1,0,1
0.563,0.781,0.293,0,0,1,0
0.824,0.691,0.484,0,0,1,0
0.656,0.66,0.445,0,0,1,0
0.895,0.863,0.457,0,0,1,0
0.641,0.668,0.406,0,0,1,0
0.328,0.859,0.406,0,0,1,0
0.438,1.0,0.41,0,0,1,0
0.402,1.035,0.441,0,0,1,0
0.395,0.766,0.449,0,0,1,0
0.328,0.715,0.469,0,0,1,0
0.551,0.563,0.391,0,0,1,0
0.859,0.824,0.477,0,0,1,0
0.859,0.758,0.465,0,0,1,0
0.813,0.852,0.484,0,0,1,0
1.07,0.891,0.5,0,0,1,0
0.781,0.777,0.406,0,0,1,0
0.883,0.719,0.422,0,0,1,0
0.438,0.586,0.367,0,0,1,0
0.555,0.645,0.316,0,0,1,0
0.766,0.406,0.293,0,0,1,0
0.922,0.066,-0.004,0,1,0,1
0.871,0.391,0.191,0,1,0,1
0.684,0.563,0.375,0,1,0,1
0.953,0.41,0.438,0,1,0,1
0.66,0.582,0.172,0,1,0,1
0.16,0.738,0.234,0,1,0,1
0.953,0.277,0.27,0,1,0,1
0.875,0.301,0.301,0,1,0,1
0.66,0.625,0.285,0,1,0,1
0.68,0.52,0.43,0,1,0,1
0.781,0.418,0.371,0,1,0,1
0.766,0.668,0.406,0,1,0,1
0.527,0.754,0.469,0,1,0,1
0.609,0.434,0.477,0,1,0,1
0.703,0.688,0.242,0,1,0,1
0.879,0.578,0.223,0,1,0,1
0.895,0.488,0.332,0,1,0,1
0.957,0.684,0.246,0,1,0,1
1.129,0.82,0.535,0,1,0,1
0.598,0.641,0.23,0,1,0,1
0.52,0.52,0.48,0,1,0,1
0.559,0.457,0.488,0,1,0,1
0.742,0.676,0.441,0,1,0,1
0.602,0.738,0.316,0,1,0,1
0.652,0.555,0.176,0,1,0,1
0.559,0.75,0.367,0,1,0,1
0.719,0.715,0.293,0,1,0,1
0.656,0.703,0.352,0,1,0,1
0.75,0.465,0.246,0,1,0,1
0.602,0.91,0.219,0,1,0,1
0.664,0.602,0.172,0,1,1,1
0.684,0.637,0.176,0,1,1,1
0.875,0.563,0.168,0,1,1,1
0.816,0.5,0.363,0,1,1,1
0.426,0.512,0.199,0,1,1,1
0.652,0.598,0.316,0,1,1,1
0.875,0.688,0.051,0,1,1,1
0.664,0.656,0.207,0,1,1,1
0.609,0.703,0.41,0,1,1,1
0.52,0.746,0.285,0,1,1,1
0.242,1.117,0.324,0,0,1,0
0.195,1.004,0.277,0,0,1,0
0.313,0.789,0.379,0,0,1,0
0.41,0.727,0.324,0,0,1,0
0.289,0.656,0.336,0,0,1,0
0.379,0.566,0.238,0,0,1,0
0.453,0.66,0.438,0,0,1,0
0.336,0.676,0.383,0,0,1,0
0.473,0.688,0.465,0,0,1,0
0.352,0.699,0.414,0,0,1,0
0.625,0.438,0.309,0,0,1,0
0.711,0.887,0.504,0,0,1,0
0.598,0.977,0.355,0,0,1,0
0.445,0.695,0.32,0,0,1,0
0.383,0.688,0.395,0,0,1,0
0.391,0.813,0.449,0,0,1,0
0.371,0.945,0.461,0,0,1,0
0.441,0.855,0.383,0,0,1,0
0.57,0.754,0.445,0,0,1,0
0.734,0.902,0.566,0,0,1,0
0.617,0.742,0.563,0,0,1,0
0.336,0.73,0.383,0,0,1,0
0.504,0.754,0.465,0,0,1,0
0.465,0.688,0.43,0,0,1,0
0.406,0.766,0.438,0,0,1,0
0.426,0.809,0.426,0,0,1,0
0.949,0.773,0.41,0,0,1,0
0.656,0.902,0.379,0,0,1,0
0.578,1.004,0.348,0,0,1,0
0.75,0.898,0.391,0,0,1,0
0.184,0.789,0.48,0,1,1,0
0.258,0.602,0.422,0,1,1,0
0.754,0.938,0.543,0,1,1,0
0.418,0.715,0.352,0,1,1,0
0.41,0.762,0.414,0,1,1,0
0.344,0.785,0.434,0,1,1,0
0.309,0.816,0.469,0,1,1,0
0.313,0.82,0.465,0,1,1,0
0.328,0.832,0.453,0,1,1,0
0.273,0.828,0.438,0,1,1,0
0.238,0.809,0.531,0,1,0,0
0.273,0.797,0.504,0,1,0,0
0.293,0.813,0.516,0,1,0,0
0.25,0.898,0.48,0,1,0,0
0.18,0.828,0.484,0,1,0,0
0.184,0.816,0.477,0,1,0,0
0.184,0.797,0.508,0,1,0,0
0.215,0.824,0.523,0,1,0,0
0.359,0.82,0.473,0,1,0,0
0.387,0.793,0.449,0,1,0,0
0.363,0.82,0.445,0,1,0,0
0.309,0.805,0.418,0,1,0,0
0.32,0.836,0.422,0,1,0,0
0.297,0.852,0.43,0,1,0,0
0.254,0.852,0.406,0,1,0,0
0.215,0.828,0.395,0,1,0,0
0.223,0.848,0.398,0,1,0,0
0.273,0.863,0.414,0,1,0,0
0.27,0.836,0.391,0,1,0,0
0.262,0.852,0.43,0,1,0,0
0.27,0.855,0.457,0,1,1,0
0.223,0.84,0.469,0,1,1,0
0.227,0.832,0.473,0,1,1,0
0.547,0.777,0.285,0,1,1,0
